ano,texto,notas,nota_final,pred_C1,pred_C2,pred_C3,pred_C4,pred_C5,nota_final_predita
2022,"O romance ""Iracema"", de José de Alencar, é considerado um clássico da literatura brasileira por retratar de forma fascinante a relação entre um homem branco e uma nativa, mostrando o contraste entre suas respectivas culturas. Embora ela seja aclamada, críticos apontam, não somente nessa obra, mas em diversas outras com temática semelhante, uma visão caricaturesca acerca das comunidades e povos tradicionais do Brasil. Dessa forma, uma discussão sobre os desafios para a valorização desses povos se faz necessária.

Essa discussão, inclusive, já está em pauta no debate público atual. Recentemente, houve uma polêmica acerca das fantasias de ""índios"" no Carnaval. Por um ponto de vista argumenta-se que elas valorizam a cultura desses povos originários, como uma forma de homenagem. Por outro lado, outros argumentam que essas fantasias, muito vezes até sexualizadas, contribuem para que se tenha uma visão preconceituosa e ultrapassada desses povos. Assim, é necessário que se conheça as tradições e a cultura desses povos tradicionais para que não se cometa o erro de reduzi-los a uma alegoria banal.

Infelizmente, essas tradições não são tão conhecidas como deveriam. Outras culturas, como a grega e a nórdica, por exemplo, são muito mais conhecidas e até valorizadas pelos próprios brasileiros do que a dos povos originários do Brasil. Isso ocorre porque diversas outras obras que abordam essas outras temáticas, como ""Percy Jackson"", são muito divulgadas, o que facilita sua continuidade e valorização. Por outro lado, o mesmo não acontece com obras que abordam a cultura dos povos e comunidades tradicionais do Brasil, assim, por não conhecê-los, os brasileiros no geral acabam não valorizando eles.

Por fim, pode-se concluir que os principais desafios para a valorização de comunidades e povos tradicionais no Brasil são: desconstruir a visão caricaturesca e preconceituosa que parte da população possui acerca desses povos e difundir suas tradições para que todos possam valorizá-los. Assim, se faz necessário que a FUNAI, juntamente com a secretaria da Cultura, promovam campanhas de conscientização sobre a importância dessa valorização além de fomentar projetos que divulguem a rica diversidade dessas culturas.","[160, 200, 200, 160, 80]",800.0,160,200,160,200,200,920
2023," O filme ""The help"" que se passa no século XX nos Estados Unidos, retrata o dia a dia de empregadas domésticas que cuidam de crianças, idosos e do lar, além de mostrar a atmosfera de preconceito racial, pobreza e mal remuneração destas. Fora da ficção, no Brasil, muitas mulheres realizam o trabalho de cuidado e, assim como as mulheres retratadas no filme, tem seu trabalho desvalorizado economicamente e vivenciam diariamente o preconceito. Dessa maneira, atualmente, há desafios para o enfrentamento da invisibilidade do trabalho de cuidado realizado pela mulher no Brasil, causados pela mentalidade preconceituosa em relação a mulher e tem importância dado o aumento da necessidade de trabalhadores nesse âmbito.

Primeiramente, há a perpetuação de uma mentalidade preconceituosa em relação a mulher. Isso se deve ao passado patriarcal, em que a mulher tinha como papel social o cuidado dos filhos e do lar, considerados inferiores aos homens. Dessa forma, com a perpetuação dessa mentalidade, há uma desvalorização econômica e ideológica do trabalho de cuidado, realizado, principalmente, por mulheres. Posto que leva a uma situação de baixa ou nenhuma remuneração a esse tipo de emprego, além da discriminação e invisibilidade dessas trabalhadoras.

Ademais, há um aumento da necessidade de trabalhadores nesse âmbito. Isso ocorre pelo crescente envelhecimento da população, dado os expressivos avanços tecnológicos no campo da medicina, que levam ao aumento da expectativa de vida. Além disso, com a inserção da mulher no mercado de trabalho, há uma crescente necessidade de contratação de trabalhadoras de cuidado para filhos e familiares mais idosos. Assim, a superação dessa invisibilidade se torna de extrema importância.

Portanto, é de suma importância que o Governo, órgão responsável pela garantia da igualdade entre gêneros e garantia da cidadania, promova a superação da mentalidade preconceituosa em relação a mulher e o trabalho de cuidado, por meio de campanhas de conscientização sobre o assunto, com o finalidade de acabar com a invisibilidade deste tipo de trabalho e oferecer melhores condições de remuneração a estas. Assim, nenhuma mulher do século XXI vivenciará as situações das mulheres do filme ""The help"".","[180, 200, 180, 200, 200]",960.0,160,200,160,200,200,920
2022,"A partir do século XVI, com as Grandes Navegações e o processo de colonização no Brasil, houve a dominação europeia no país, que implantou um ideário eurocêntrico. Assim, houve uma supervalorização do homem europeu branco, o que corroborou para a desvalorização de comunidades e povos tradicionais, deixados a margem do processo. Este fenômeno aumentou com o desenvolvimento do Brasil como um país agroexportador. Então, há uma necessidade da valorização de comunidades e povos tradicionais no Brasil, já que fazem parte da matriz cultural do país, mas há empecilhos, uma vez que são alvos de grandes produtores agropecuários.

Primeiramente, estas comunidades e povos tradicionais fazem parte da matriz cultural do país. Isso pode ser demonstrado na variedade de alimentos, palavras e costumes derivados de povos, como indígenas e quilombolas, sendo um exemplo a prática de tomar muitos banhos. Dessa maneira, valorizar os povos tradicionais e comunidades se torna de suma importância, já que amplia o conhecimento sobre os povos e, ao mesmo tempo, sobre o próprio indivíduo que aprende sobre suas origens. Além disso, a valorização colabora para a proteção destes povos e sua visibilidade, aumentando o respeito aos seus direitos como cidadãos.

Ademais, estes povos acabam sendo alvos de grandes produtores agropecuários, tendo seus direitos desrespeitados. Isso se deve pois a maioria dessas comunidades e povos tradicionais vivem de forma harmônica com o meio em que produzem, tendo uma relativa baixa produtividade. Assim, para grandes produtores esta é considerada um impedimento para que possam prosperar e aumentar seu lucro, gerando conflitos com essas comunidades e povos, dificultando a valorização destes.

Portanto, o Governo, órgão responsável pela população brasileira, deve promover programas que valorizem esses povos e comunidades, por meio de encontros com pessoas pertencentes a estes, a fim de aumentar o conhecimento sobre esses povos e a consequente valorização destes. Assim, os povos tradicionais e comunidades obterão uma melhor qualidade de vida e respeito ao qual têm direito.","[160, 200, 140, 180, 200]",880.0,160,200,160,200,200,920
2018,"A cada dia que se passa, mais pessoas são atraídas pela internet. Isso se dá pela infinidade de informações e opções que se fazem presente nas mãos dos usuários desta. É alarmante a influência da internet no cotidiano do usuário.

O impasse assemelha-se ao mito da caverna de Sócrates. Onde a internet faz a ilusão de autonomia e liberdade ao usuário, enquanto este é manipulado. tamanha manipulação das informações que geram a mudança coportamental do indivídio.

Os dados presentes na internet são filtrados,fazem do dos usuárioscada vezmais submissos a ele e chegará a um ponto onde as redes sociais decidirão o que é e o que não é relevante para o indivídio. 

Para resolver ete impasse deve-se criar leis que proibam, de forma direta, a manipulação de dados, além de ser obrigatorio, em computadores e celulares que têm acesso à internet, aparelhos que impeçam a filtragem de informações dos usuários.","[140, 140, 120, 120, 80]",600.0,160,200,160,160,120,800
2023,"Sob a perspectiva do escritor e político Darcy Ribeiro ""A coisa mais importante para os brasileiros é construir o Brasil que queremos."" Análogo a ideia do autor, tal pensamento não foi convertido em realidade no que tange aos desafios da invisibilidade do trabalho de cuidado que são realizados por mulheres. Nesse sentido, cabe analisar as causas que corroboram para a problemática, aa saber, a inoperância governamental e a influência midiática.

Sob esse viés, é importante citar a negligência estatal como fator agravante desse impasse. Segundo John Locke, filósofo inglês conhecido por sua teoria ""Contrato Social"", cabe ao Estado garantir o cumprimento de suas leis vigentes. No entanto, percebe-se que não há medidas efetivas para resolver a pauta de invisibilidade desse grupo de trabalhadores. Isso torna-se evidente, graças a pesquisas como ""Tempo de Cuidar"" que mostram que 75% das mulheres que são cuidadoras não são remuneradas. Essa realidade mostra que o país não estar cumprindo com a Constituição Brasileira.

Outrossim, é válido ressaltar o impacto negativo que a imprensa causa na população. Como bem observado por George Orwell, em sua obra ""1984"", a mídia exerce grande influência na formação de opiniões e no controle social. No contexto moderno, as redes sociais são utilizadas, em grande parte, para menosprezar o outro. A circulação desse pensamento nos jovens é mais impactante, pois podem moldar um pensamento individualista e um medo de ser julgados por seus colegas, devido ter que ajudar a cuidar de alguém.

Destarte, cabe ao Ministério da Educação promover mudanças nas concepções discriminatórias sobre o trabalho de cuidador. Uma medida efetiva seria a apresentação de palestras periódicas, ministradas por sociólogos renomados, com o intuito de conscientizar os estudantes acerca da importância de cuidar do próximo e a importância de conhecer seus direitos previstos na Constituição Brasileira. Além disso o Estado deve medir sanções a empresas que compactuem com ideias discriminatória.","[160, 200, 180, 180, 160]",880.0,160,200,160,200,200,920
2022,"Na obra ""O Guarani"", escrita no período do romantismo, é apresentada a história de Peri, um nativo que teve contato com os portugueses. Na história Peri é enganado e tem sua terra roubada pelos colonos. Fora da ficção, essa é a realidade de diversos povos nativos, que são vítimas do modelo capitalista. Tal problemática tem se agravado no país, pois é motivada principalmente, pela negligência estatal e pela desinformação populacional.

Sob essa ótica, o filósofo John Lock em sua teoria do ""Contrato Social"" afirma que deve comprir com seus deveres para com a sociedade. O Brasil em seu documento mais importante, A Constituição Federal, assegura que todos os brasileiros tem o direito à segurança e à moradia, contanto esse direito não é efetivo quando se fala dos povos tradicionais. Por conta do atual sistema econômico, o capitalismo, muitas comunidades têm suas terras invadidas para a produção de atividades econômicas ilegais, como o garimpo e as queimadas.

Outrossim, a população também tem sua parcela de culpa no desafio da valorização das comunidades tradicionais brasileiras. Segundo o filósofo Emmanuel Kant, o homem é o reflexo da sua educação, ou seja, se ele não aprendeu a respeitar as regras não pode-se esperar que ele faça isso. Dessa maneira, o atual problema revela que há uma falha na educação oferecida nas escolas brasileiras.

Portanto, faz-se necessário medidas que possam metigar tal problema. O Estado em conjunto com o Ministerio da Educação devem promover campanhas de conscientização sobre essas comunidades, por meio das redes sociais e cartazes a fim de alcançar um parcela maior da população. Além disso, palestras com os próprios nativos ajudaria a mostrar os desafios enfrentadas pelos mesmos. Dessa forma, essas comunidades ganhariam  mais visibilidade e poderiam então garantir seus direitos.","[160, 200, 140, 180, 180]",860.0,160,200,160,200,200,920
2023,"O trabalho de cuidado é definido como o conjunto de atividades relacionadas à reprodução da vida e da sociedade, que inclui afazeres como cuidar de crianças e idosos, cozinhar, limpar, entre outros. Esse trabalho, entretanto, não é assumido igualmente pela sociedade. Essas atividades são normalmente delegadas a mulheres e a suas meninas. Assim, existem desafios para o enfrentamento da invisibilidade do trabalho de cuidado realizado pela mulher no Brasil, que surgem por conta da falta de infraestrutura de cuidado e pela visão patriarcal no país.

Em primeiro plano, há infraestrutura precária de cuidado na nação. A sua ausência, que aparece na carência do sistema previdenciário e na falta de creches, transfere o ônus do cuidado das crianças e idosos para a família brasileira, como apresenta a revista pesquisa. No final, o trabalho acaba sendo repassado para a mulher, sem que se perceba.

Ademais, a estrutura patriarcal da sociedade, que estabelece papéis definidos para o homem e para a mulher, acaba colocando mais uma barreira para o enfrentamento da invisibilidade do trabalho feminino de cuidado. Essa definição muitas vezes é colocada como natural pela sociedade, e acaba impondo essas atividades sobre a mulher, como mostra a média de 21 horas semanais gastas com afazeres domésticos pelas mulheres, que é mais que o dobro daquela gasta pelos homens, de acordo com dados do IBGE.

Desta forma, para vencer os desafios para o enfrentamento da invisibilidade do trabalho de cuidado pela mulher no Brasil, o governo Federal, sobretudo o Ministério de Infraestrutura, deve investir na criação de uma infraestrutura de cuidado, por meio de programas previdenciários e incentivos fiscais para a criação de creches. Com isso, a mulher será menos sobrecarregada por esse trabalho de cuidado. Além disso, o Estado, em detalhe o Ministério da Educação, deve criar programas para promover a igualdade de gênero, por meio de propagandas e programas educativos. Destarte, haverá maior consciência da necessidade da divisão do trabalho de cuidado, o que enfrentará a invisibilidade do trabalho feminino de cuidado no Brasil.","[120, 140, 120, 120, 180]",680.0,160,200,160,200,200,920
2023,"O quadro expressionista ""O grito"", do pintor Edvard Munch, retrata um personagem em profunda angústia, incerteza e medo em uma atmosfera de extrema desolação. Para além da obra, ao observar a realidade contemporânea do país, constata-se que o sentimento das milhares de mulheres brasileiras que enfrentam o estigma da invisibilidade do trabalho de cuidado que realizam é estreitamente semelhante ao ilustrado pelo artista. Nesse viés, é essencial destacar a negligência governamental e o legado histórico como propulsores do problema e, uma vez que promovem a desvalorização e a marginalização dessas pessoas, devem ser combatidos.

Primeiramente, é fundamental destacar a baixa atuação estatal, no que concerne a criação de mecanismos que promovam a inclusão e a seguridade dos indivíduos no meio socioeconômico. Nesse sentido, mesmo com a conquista à participação política, o cenário de valorização é de descaso, visto que, apesar da alta procura por esse serviço, relatada pela Revista Pesquisa, a remuneração é irrelevante ou quase inexistente. Essa conjuntura, para o filósofo John Locke, configura-se como uma violação ao ""contrato social"", já que o Estado não cumpre sua função de garantir direitos fundamentais à população, como o direito à dignidade e à qualidade de vida, previstos na Constituição Federal de 1988.

Ademais, a grande renda histórica deixada pelo Período Colonial, que determinava rigorosamente a realização do trabalho doméstico pelas mulheres escravizadas, sob essa perspectiva reverbera no atual entrave. Sob essa perspectiva, é pertinente mencionar a história da escritora Carolina Maria de Jesus, em seu livro ""Diário de uma favelada"", que revela as dificuldades de uma mãe em prover a casa e a família sozinha. Assim como Carolina, milhares de mulheres enfrentam empecilhos ao serem responsabilizadas pelo cuidado e sustento de seus familiares pois, fruto de um sistema machista, o zelo à casa, às crianças e aos idosos é limitado unicamente à figura feminina.

Portanto, para mitigar a ameaça que o descaso estatal e a cultura machista enraizada representam à essas pessoas, é necessário que o Governo Federal — organização governamental mantenedora da ordem —, a fim de promover a inclusão e o reconhecimento, instigue ações que tornem a importância destas mulheres difundida. Por meio da criação de uma lei, irá se tornar obrigatória a remuneração de toda a forma de trabalho de cuidado, sem distinção de classe, etnia, nacionalidade e sexualidade, para que, assim, as mulheres vivenciem um ambiente de equidade e valorização.","[160, 200, 180, 180, 200]",920.0,160,200,160,200,200,920
2022,"Para Rousseau, quando o indivíduo passa a viver em sociedade, ele abdica de  direitos individuais em prol de direitos coletivos, no chamado ""Contrato Social"". Dessarte, o Governo Federal, na contemporaneidade, rompe com seu compromisso perante o povo, quando negligencia a valorização de comunidades tradicionais no Brasil, uma vez que a cultura é protegida pela  Constituição Federal de 1988. Nesse sentido, dois aspectos devem ser observados: a diversidade de povos no Brasil e o papel da educação na valorização da cultura.

Com efeito, é necessário reconhecer a multiculturalidade do Brasil. Nesse contexto, segundo dados do IBGE (Instituto Brasileiro de Geografia e Estatística), em 2010, foi possível mapear mais de 200 idiomas falados nativamente no país. Dessa forma, é visível ver um Brasil rico de tradições e costumes, mas que por seu tamanho e complexidade, sofre de dificuldade na valorização de todos. Desse modo, é grave a necessidade de esforços públicos para atendero povo sem homogeneizar sua cultura.

Além disso, é importante entender o papel da educação na formação de cidadãos que respeitam a diversidade. Segundo a pedagoga Maria Montessori, a educação, durante os primeiros anos de formação do aluno, é crucial para que ele aprenda a reconhecer e valorizar a diferença entre si e o outro. Contudo, o que se observa na atualidade, é que não há inclusão das diversas comunidades tradicionais do Brasil na Base Nacional Comum Curricular (BNCC). Observa-se, então, no século XXI, um apagamento de culturas da nação.

Portanto, é notório que, sem mudanças na atitude do Estado, não haverá a valorização de comunidades tradicionais no Brasil. Destarte, é crítico que o Ministério da Educação, responsável pelo curriculo  base , crie meios para o  reconhecimento das diversas populações do Brasil, através de alterações na BNCC, a fim de possibilitar que todos os estudantes tenham contato com a riqueza cultural do país. Outrossim, esse mesmo órgão deve promover campanhas midiáticas, por meio de redes sociais e televisivas, para que os brasileiros que não estão matriculados em instituições de ensino também entrem em contato com a diversidade de tradições da nação. Seguindo essas ações, é possível valorizar todas as comunidades do país e finalmente cumprir com o Contrato Social proposto por Rousseau.","[140, 200, 140, 200, 200]",880.0,160,200,160,200,200,920
2018,"Com o surgimento do controle de dados na Internet, o que Marx chamou de alienação passa a dizer também sobre a formação de opinião. A tecnologia, que a priori foi concebida na intenção de melhorar os serviços prestados por alguns aplicativos, se torna um impecilho à informação plena, de tal forma que os usuários transformam-se em alvo fácil para empresários manipuladoras.

Dados do IBGE apontam que 64,7% da população faz uso da internet. Portanto,as vontades de  milhões de pessoas encontram-se  sendo forte influência dos poucos grandes controladores da mídia. É evidente que tal poder será utilizado comercialmente. Tendo em mão os dados necessários, os publicitários saberão exatamente o que, como e onde oferecer aos usuários da internet, estimulando ainda mais o consumo exacerbado.

 Ademais, controlar dados e notícias aos quais a população é exposta cria uma massa ignorante conhecedora apenas de uma parcela dos fatos, onde todos estão inseridos em bolhas, exterminando toda e qualquer possibilidade de diálogo. Esse cenário é terreno fértil para a popularização de líderes autoritários e extremistas, como ocorreu nos Estados Unidos, durante as eleições presidenciais de 2016.

Sendo assim, cabe ao Estado, em função do Poder Legislativo, promulgar leis que punam severamente o controle de dados e a manipulação na internet e a  Anatel  de fiscalizar as redes, garantindo assim uma navegação mais transparente que não omita informações, na intenção de dar ao usuário liberdade e capacidade para ter seu pensamento livre de audiência  influenciada.","[160, 140, 160, 180, 160]",800.0,160,200,160,160,160,840
2018,"Diariamente, somos abordados por milhares de informações, as mesmas são vindas das redes sociais ou até dos sites de notícias, porém, tais redes possuem os nossos dados, e com base neles o conteúdo adapta-se da maneira que seja possível moldar o nosso modo de pensar.

Recentemente, o Facebook vivenciou uma investigação na qual foram constatados o vazamento de informações de usuários. As informações foram utilizadas para promover figuras políticas, este acontecimento acarretou em grandes impactos nas eleições.

A internet possui um grande papel na propagação de conteúdo, dessa forma as empresas e instituições utilizam-se de figuras públicas para promover o seu produto ou até mesmo seu modo de pensar.

Vivemos em uma era digital, o contato com a internet é inevitável, nossos dados devem ser protegidos pelos órgãos como a Polícia Federal que deverão fazer a segurança deles armazenando em bancos de dados, assim estaremos seguros da manipulação feita a partir dos nossos dados.","[120, 120, 120, 100, 140]",600.0,160,200,160,160,120,800
2022,"No livro ""Iracema"", do autor José de Alencar, é retratada uma imagem heroica da índia Iracema, que tem sua imagem e sua cultura valorizada pelo autor. Nessa perspectiva, é evidente que a sociedade brasileira atual não compartilha dos ideais do autor cearense, visto que há a mesma desvalorização da cultura dos povos tradicionais do Brasil, como é o caso dos indígenas.

Em primeira análise, é necessário destacar a falta de investimento do Estado na criação de órgãos de preservação das terras indígenas como principal causa da problemática. Segundo o filósofo americano John Rawls, é dever do Estado ético  garantir a distribuição igualitária de verba para todos o setores da sociedade, de modo a assegurar o  bem-estar social. Sob essa ética, é evidente que o governo brasileiro não se encaixa na definição de Estado ético, visto que  há uma falta de investimento na criação de órgãos que demarquem as terras indígenas no Brasil, o que faz com que o extrativismo vegetal, como o de lenhadores e seringueiros, tomem posse dessas terras por meio  do uso da violência,  o que deixa os povos indígenas brasileiros sem terra e, por consequencia, obriga-os a migrar e se adaptar à cultura de outras regiões do país.

Além disso, é importante salientar a falta de ensino das culturas indígenas nas escolas brasileiras como fator agravante para a problemática. Sem essa educação, os estudantes brasileiros  ficam desinformados  sobre a cultura  dos povos tradicionais do país, fazendo com que só as tradições culturais urbanas sejam valorizadas e, consequentemente, o número de casos de preconceito contra a cultura indígena no Brasil aumente, o que constitui outro desafio para a valorização desses povos.

Logo, é evidente que o Estado brasileiro, por meio da criação de leis que  melhor distribuam a verba pública nacional, deve investir na criação de órgãos que demarquem terras indígenas e fiscalizem suas fronteiras, com o fito de promover uma maior conexão entre esse povo e suas terras. Assim, garantir-se-ia possível uma menor imposição da cultura externas aos  povos indígenas e, por conseguinte, uma maior valorização de sua cultura.","[160, 180, 200, 200, 200]",940.0,160,200,160,200,200,920
2022,"Segundo a Declaração Universal dos Direitos Humanos, ""Todas as pessoas são livres e iguais em direitos e em dignidade"". Porém, existe  no Brasil uma dificuldade no que diz respeito a valorização de povos e comunidades tradicionais e isso se deve a desafios ainda não  superados, como a falta de investimentos do Estado para auxiliar essas populações e a falta de conhecimento dos brasileiros sobre esses grupos.

Em primeiro análise, é importante destacar a insuficiência de investimentos governamentais que beneficiem os povos tradicionais brasileiros. Nesse contexto, o economista Jonh Rowes acreditava ser dever do Estado ético  garantir  a distribuição igualitária de verbas para diversos setores da sociedade, visando o bem estar social. No entanto, esse pensamento não é notado nas ações do governo brasileiro, tendo em vista que ele dificulta a sobrevivênvia das populações tradicionais em território nacional , devido a falta de verbas direcionadas a esses  grupos, deixando-os expostos a doenças e invasores de terras, e, consequentemente, contribuindo para o desaparecimento dessas populações.

Em segunda análise, é necessário ressaltar os impactos da lacuna educacional, no que diz respeito à valorização de grupos tradicionais no Brasil. Nesse sentido, segundo o político Nelson Mandela, ""A educação é a arma mais poderosa que você pode utilizar para mudar o mundo"", demonstrando o poder que a educação tem para alterar a realidade de uma nação. Então é notório  que a lacuna educacional é um desafio para a valorização das populações tradicionais, pois impossibilita que o restante da população tenha conhecimento sobre a importância desses grupos para a preservação da cultura nacional, dificultando a procura em defender esses grupos.

Portanto, faz-se necessário a adoção de medidas que venham a solucionar os desafios para valorização de povos e comunidades tradicionais no Brasil. Assim, cabe ao governo federal , órgão nacional de maior poder,  aumentar a verba destinada a proteção de povos originários,  por meio de decreto presidencial  e com a votação no legislativo, visando promover estabilidade social para esses grupos. Cabe também ao Governo, por ação do Ministério da Educação, promover aulas e palestras sobre a importância dessa população. Dessa maneira poderemos cumprir com os os direitos humanos.","[140, 200, 160, 200, 200]",900.0,160,160,160,200,200,880
2022,"Há mais de seis tipos de povos tradicionais brasileiros que juntos representam milhares de famílias no país, muitas delas estão por aqui há centenas de anos. Entretanto, não é raro se deparar com notícias sobre o enfrentamento dessas comunidades contra problemas descriminatórios e territoriais que ameaçam sua subsistência. Deste modo, entende-se que a ausência de fiscalização das leis de soberania de suas terras e a falta de conhecimento e respeito pela sua cultura e história são elementos principais que desvalorizam os povos originários.

Em primeiro lugar, a frequente ocorrência de garimpo em terras indígenas, por exemplo, atesta que as leis e emendas à constituição conquistadas por causa de diversas manifestações em Brasília desde a redemocratização, não estão sendo efetivamente fiscalizadas. Esse é o papel que as ditas Instituições-Zumbi, de Zygmunt Bauman, deveriam cumprir, esta falta de ação permite com que várias famílias de povos originários tenham sua soberania territorial e, portanto, sua existência afetada por malfeitores. Assim, o descumprimento das leis desvalorizam as comunidades tradicionais brasileiras.

Em segundo lugar, a falta de respeito e conhecimentos difusos sobre as populações originais remetem a preconceitos que não desapareceram, herdados desde o achamento do Brasil, quando os locais foram tratados como sub-humanos. Tais pré-concepções  impedem que partes da sociedade tenham simpatia pela luta desses povos e ajudem a terem valores reconhecidos no Brasil.

Por conseguinte, faz-se necessária a correta execução da lei pelas instituições do governo federal, ou seja, a checagem e punição devida aos infratores, por meio da mobilização eficaz de pessoal e recursos, a fim de assegurar a soberania, à terra, dos povos  tradicionais. Ademais, o contato com a cultura das comunidades através de campanhas de conscientização da população pelas ONGs. Somente assim, esses povos terão sua  importância valorizada pelo Brasil.","[140, 200, 160, 160, 180]",840.0,160,200,160,200,200,920
2022,"Na obra cinematográfica, ""Wakanda para sempre"", retrata-se os ataques ao povo de Wakanda, os nativos, organizados por coorporações que buscam explorar os recursos naturais dessa comunidade. Paralelamente, o mesmo acontece com as comunidades e povos tradicionais, do Brasil, que enfrentam desafios para serem valorizados — culturalmente e territorialmente. Isso ocorre devido à negligência governamental e ao individualismo sociocultural.

De início, sabe-se que existe um descaso do governo em relação à valorização dos povos nativos. Nesse contexto, segundo o livro ""Cidadão de Papel"", constata-se a materialização de que os direitos previstos na Constituição Federal de 1988 não são garantidos a todos os brasileiros. Sob esse viés, evidencia-se a omissão dos mecanismos legais diante aos projetos de proteção e de demarcação das terras nativas, pois os povos originários, constantemente, organizam manifestações - nas ruas e nas redes sociais — para reivindicar medidas eficazes do governo para solucionar esses problemas. Como resultado, não são garantidos os direitos constitucionais às comunidades e aos povos tradicionais, à segurança e à moradia.  

Além disso, o individualismo colabora com a perpetuação da desvalorização dos povos tradicionais. Nessa conjectura, de acordo com a teoria de Zygmunt Bauman, ""Modernidade Líquida"", a contemporaneidade é marcada pela volatilidade das relações sociais : a fragmentação dos laços afetivos e o individualismo. Sob essa perspectiva, a individualidade exacerbada de grandes empresários de agropecuarista e de construtoras, em falta de alteridade, ocasiona na invasão de territórios nativos — para construir edifícios e estradas, para expandir o agronegócio — em busca sem se importar com as leis e com os atuais habitantes do espaço. Por consequência, os povos tradicionais são desvalorizados, uma vez que retira-se deles os territórios que representam a identidade e a cultura das comunidades.

Portanto, é notório os desafios — o descaso governamental e o individualismo — para valorizar as comunidades e os povos tradicionais no Brasil. Assim, necessita-se que o Governo Federal crie um conselho dos nativos — com  representantes indígenas e quilombolas — de modo a solicitar e efetivação da demarcação de terras nativas, a fim de garantir o direito e a valorização desses povos. Ademais, necessita-se, também, da reformulação das leis de terras, por meio da adoção de penas mais severas — aumentos nos valores das indenizações e maior duração de reclusão de liberdade - aos invasores de terras nativas, com a finalidade de cessar o individualismo dos criminosos.","[160, 200, 160, 200, 180]",900.0,160,200,160,200,200,920
